date,rating,note,review_text
2024-06-01,5.0,Stayed a few nights,Wonderful place- very professional and thoughtful hosts!
2024-04-01,5.0,Stayed with kids,The house was a great place to stay for a week while in town seeing family!
2024-03-01,5.0,Stayed a few nights,The duplex is nicely remodeled and furnished. Nick was responsive.
2024-02-01,4.0,Stayed over a week,"House was clean, comfortable, close to activities."
2023-11-01,5.0,Stayed over a week,Nice and cozy home. Felt right at home for two weeks. Thank you
2023-09-01,5.0,Stayed over a week,"Great location and well equipped
I recommend to anyone who wants to have new home for vacation on great location
I will come again in April or May
if its available
Very clean and new
Close to Mineral Springs and beach
Dragan and Biserka from California Long Beach"
2023-08-01,5.0,Group trip,"Staying at Nick's Airbnb ‘s home was an absolute delight!
We booked the house for a week-long stay, and from the moment we arrived, we were blown away by the impeccable design and cleanliness.
The house felt like a luxurious sanctuary, with its stunning designer touches that were reminiscent of a White House aesthetic.
Not only was the house aesthetically pleasing, but it was also incredibly well-equipped. Everything we needed, from kitchen essentials to bedroom comforts, was readily available. We felt right at home throughout our stay.
We truly cannot express our gratitude enough to Nick for making our stay so heavenly.
We wholeheartedly recommend this house to anyone seeking a memorable experience.
Thank you, Nick, for your exceptional hospitality! You surpassed our expectations, and we are grateful for the wonderful experience you provided.
May you and your team be blessed abundantly for the joy you bring to your guests.
We can't wait to visit again !"
2023-07-01,5.0,Stayed over a week,"It's been a great time.
We can recommend it.
Everything was new and clean. The house is super equipped. We felt very much at home.
It has a good location, by car you can quickly reach the beach and many shopping and restaurants."
2023-07-01,5.0,Stayed with kids,The rental was amazing. The location was amazing and the amenities exceeded expectations.
2023-05-01,5.0,Stayed a few nights,Beautiful house with all the necessary amenities! We really enjoyed our stay and would highly recommend it to others.
2023-05-01,5.0,Stayed over a week,A great stay thank you so much nice modern house well equipped.
2024-06-01,5.0,Stayed with kids,"My family and I were visiting family and friends from out of town and very much enjoyed our stay at Lisa’s home. Everyone loved the house, along with the pool. Will DEFINITELY book in the future! Thanks again Lisa!"
2024-06-01,5.0,Stayed with kids,"Amazing house & amazing hosts! Everything was as described, my family enjoyed our stay here! Hoping to be back real soon!"
2024-06-01,5.0,Stayed a few nights,"Paradise Palms was the perfect place for my staycation with my friend from Washington State. The home was immaculate and had most of the ""little extras"" we needed. The pool and patio were the perfect refresher on a hot and humid day."
2024-04-01,5.0,Stayed with kids,"The house was very comfortable. The temperature inside, and air quality was great. The location is convenient, as it is a quiet street but close to stores and restaurants. The pool was great and a perfect temp. The grill worked great and the kitchen even has a service window foor the grill. I definitely would recommend this rental. Also perfect communication."
2024-04-01,5.0,Stayed with kids,"Mike and Lisa's place felt right at home. It was the perfect size and layout for me, my daughter, and granddaughter. I would stay here again!"
2024-03-01,5.0,Stayed with kids,"our stay in your home was the best stay yet! Every room and all amenities met our family's needs perfectly! We will continue our yearly stays in Florida and will plan to keep your home as a top option for our next year's visit! So many details and thoughtful accommodations, they were not unnoticed (e.g. extremely clean, towels, labeled light switches, kitchen items, themed decor, toiletries, cleaning supplies, pool fun, etc.) Highly recommend staying in this home!"
2024-03-01,5.0,Stayed with kids,"Great location, near the highway and few minutes to restaurants and shopping centers.
House was super clean and has everything necessary."
2024-03-01,5.0,Stayed over a week,"We really liked the area with lots of shopping and good eats very close by. It was clean and as advertised. It was a great value for what we were looking for. A little further from our friends than we had hoped to find but there were so many other positives that we already rebooked for next year. Comfortable, quiet and had everything we needed! Thanks Lisa!"
2024-01-01,5.0,Group trip,Place was very nice! Lisa made sure our stay was perfect! I definitely recommend.
2024-01-01,5.0,Stayed a few nights,Second time back at Lisa’s place. She is an amazing host and the house is wonderful! We will be back again!!
