date,rating,note,review_text
2024-06-01,5,Stayed a few nights,beautiful home and wonderful hosts I would absolutely recommend staying here if you're visiting murray
2024-06-01,5,Group trip,Felt right at home and very easy to find.
2024-06-01,5,Stayed a few nights,Great place to stay when visiting the area. Great location.
2024-06-01,5,Stayed a few nights,"This ranch home was absolutely perfect anything and everything we needed was available. The location was stunning, considering we came from California it was exactly what we needed. Our host Jill was very easy to get a hold of and answered every question we had. It was a beautiful home and we were able to be with our family for my son’s special day."
2024-06-01,5,Stayed a few nights,Lovely home that has been remodeled. Clean and the home layout provided room for 6 people easily.
2024-06-01,5,Stayed with a pet,"The Ranch House is the perfect getaway. It’s peaceful and quiet. Jill has it very well decorated and has all the things you need as your home away from home. We were glad that we were able to bring our pup along. Jill was very responsive and kind. If you need a place close to Mayfield, Murray, Land Between the Lakes, Fort Donelson or Paris TN…this is the place!!"
2024-04-01,5,Stayed a few nights,This place was beautiful and very clean. lots of spices for cooking plenty of space loved that it had 2 full bathrooms. We used the grill glad to see it had full propane. So happy to see she provided great quality items from the blankets and towels to the toilet paper and paper towels.
2024-04-01,5,Stayed with kids,Loved this place. So adorable and felt like home away from home. Me and my family came in from out of town for a family reunion and this was the perfect place! Highly recommend.
2024-04-01,5,Stayed a few nights,"What a beautiful location and home! If you are looking for a house that is newly renovated and looking out over serene pastures, this is the place! We spent all our free time sitting out on the deck listening o the birds and taking photos. The sunrise and sunsets are breathtaking.
The home was spotless and had everything we needed. All the way home today I was thinking of reasons to come back just for the relaxation.
Easy driving to dining and the surrounding communities."
2024-04-01,5,Stayed with a pet,Perfect place to get away from our busy lives! Family enjoyed the big backyard and quiet surroundings! Inside was cozy and cute! Will come back again!
2024-03-01,5,Stayed with a pet,"We enjoyed our time at the ranch house so much we literally did not want to leave! The kitchen was so well stocked, I was able to make my hubby’s bday cake and was thrilled to find such great quality baking bowls/baking dishes! Our fur babies absolutely loved their “vacation” with an amazing back yard to play ball! Honestly we loved absolutely EVERYTHING about our stay! We feel 💯 confident in saying we highly recommend the ranch house and Jill is an amazing hostess who is very responsive and attentive to every detail!"
2024-03-01,5,Stayed with a pet,It was a very nice place for a quiet getaway
2024-03-01,5,Stayed with a pet,"I loved this place! The house is adorable. The kitchen was great to cook in. The bed was very comfortable. I loved having coffee on the deck and watching the sun rise. We made smores in the fire pit. My dog loved chasing balls in the big yard. If you are looking for some R&R in the country, this is the place!"
